Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,french_text
3529,Well why not? So you can spend your time with this tramp?!,Dr. Green,anger,negative,351,13,8,8,"0:12:10,563","0:12:13,405",Pourquoi ? Pour pouvoir fréquenter cette traînée ?
3530,Tramp?!,Mona,surprise,negative,351,14,8,8,"0:12:13,405","0:12:13,615",Traînée ?
3531,"I’m sorry. Dr. Green, Mona. Mona, Dr. Green.",Ross,joy,positive,351,15,8,8,"00:12:15,276","00:12:18,820","Excusez-moi. Dr Green, Mona. . ."
3532,"Yes, Fran.",Chandler,neutral,neutral,352,0,1,15,"00:21:46,138","00:21:48,180","Je sais, Fran."
3533,"I know what time it is, but I'm looking at the WENUS and I'm not happy!...",Chandler,anger,negative,352,1,1,15,"00:21:48,348","00:21:51,475",Je sais l'heure qu'il est .Mais la B . I . T . E que j'ai sous les yeux n'est pas jolie !
3534,"Oh, really, really, really?",Chandler,joy,positive,352,2,1,15,"00:21:52,728","00:21:54,854","Oh, vraiment, vraiment, vraiment?"
3535,"Well, let me tell you something... you will care about it, because I care about it!",Chandler,anger,negative,352,3,1,15,"0:21:55,022","0:21:58,164","Je vais vous dire quelque chose .Vous allez vous en soucier, si moi je m'en soucie ! Vu ? Bien !"
3536,You got it?,Chandler,neutral,neutral,352,4,1,15,"0:21:58,164","0:21:58,626",Et ça ?
3537,Good!,Chandler,joy,positive,352,5,1,15,"0:21:58,626","0:21:59,680",Très bien !
3538,Whooooaaaa....,Chandler,surprise,positive,352,6,1,15,"00:22:02,612","00:22:04,113",Je suis désolé.
3559,"Oh, I'm sorry.",Monica,sadness,negative,355,0,1,5,"00:22:23,342","00:22:24,675",Je suis désolée ...
3560,Where's Chandler?,Rachel,neutral,neutral,355,1,1,5,"0:22:25,177","0:22:26,149",Où est Chandler ?
3561,"Oh, he needed some time to grieve.",Phoebe,neutral,neutral,355,2,1,5,"0:22:26,149","0:22:28,143",Il fait son deuil .
3562,I'm free! I'm free!,Chandler,joy,positive,355,3,1,5,"00:22:28,347","00:22:30,598",Je suis libre !
3563,That oughta do it.,Phoebe,neutral,neutral,355,4,1,5,"00:22:32,684","00:22:34,268",Ça y est .
3564,"Hey, look at me. I'm making jam, been at it since 4 o'clock this morning.",Monica,sadness,negative,356,0,3,3,"00:01:11,654","00:01:19,286","Regardez, je fais de la confiture !J'y suis depuis 4 h du matin ! - Où t'as eu des fruits à 4 h ?"
3565,Where'd you get fruit at four in the morning?,Ross,surprise,positive,356,1,3,3,"00:01:15,158","00:01:19,286",Où as-tu trouvé des fruits à 4 heures du matin?
3566,Went down to the docks. Bet ya didn't know you could get it wholesale.,Monica,neutral,neutral,356,2,3,3,"00:01:19,496","00:01:24,917",Sur les quais. On peut les avoir en gros !
3567,I didn't know there were docks.,Rachel,surprise,negative,356,3,3,3,"00:01:23,208","00:01:24,917",J'ai jamais vu ces quais !
3568,Hey.,Joey,neutral,neutral,356,4,3,3,"0:01:27,045","0:01:28,046",Je suis là.
3569,Hey.,Chandler,neutral,neutral,356,5,3,3,"0:01:28,046","0:01:28,186",Je suis là.
3570,"Aww, is it broken?",Ross,sadness,negative,356,6,3,3,"00:01:28,296","00:01:30,089",Tu t'es cassé le bras ?
3571,"No, I gotta wear this thing for a couple weeks.",Joey,joy,positive,356,7,3,3,"00:01:30,340","00:01:32,800","Non, mais j'en ai pour quinze jours."
3572,Did you tell the doctor you did it jumping up and down on your bed?,Rachel,neutral,neutral,356,8,3,3,"00:01:33,176","00:01:36,095",T'as dit que c'était en sautant sur ton lit ?
3573,Nooo. I had a story all worked out but then Chandler sold me out.,Joey,sadness,negative,356,9,3,3,"00:01:40,558","00:01:47,022",J'avais préparé toute une histoire...mais Chandler a cafté.
3574,"Well, I'm sorry Joe. I didn't think the doctor was gonna buy that it just *fell* out of the socket.",Chandler,anger,negative,356,10,3,3,"00:01:42,060","00:01:47,022",Le docteur n'allait pas croire qu'il s'était déboîté tout seul !
3575,What is this? Fruit?,Joey,surprise,positive,356,11,3,3,"00:01:48,608","00:01:50,859",C'est quoi ? Des fruits ?
3576,Monica's making jam.,Rachel,neutral,neutral,356,12,3,3,"00:01:54,197","00:01:55,364",Elle fait des confitures.
3577,"Whoa, jam! I love jam!  Hey, how come we never have jam at our place?",Joey,joy,positive,356,13,3,3,"00:01:56,032","00:02:00,410",J'adore la confiture ! Pourquoi on n'en a jamais chez nous ?
3578,Because the kids need new shoes.,Chandler,neutral,neutral,356,14,3,3,"00:02:00,703","00:02:02,746",Les gosses ont besoin de godasses !
3579,I'm going into business people.,Monica,neutral,neutral,356,15,3,3,"0:02:04,124","0:02:05,546",Je vais me tourner vers les gens d'affaires.
3580,I'm sick and tired of being depressed about Richard.,Monica,neutral,neutral,356,16,3,3,"0:02:05,546","0:02:08,008",Je monte une affaire. J'en ai marre de déprimer.
3581,"I needed a plan, a plan to get over my man.",Monica,anger,negative,356,17,3,3,"00:02:08,211","00:02:10,879","Il me fallait un plan, pour oublier mon amant."
3582,What's the opposite of man?,Monica,neutral,neutral,356,18,3,3,"0:02:11,047","0:02:12,257",Qu'est-ce qui est le contraire de l'homme?
3583,Jam.,Monica,neutral,neutral,356,19,3,3,"0:02:12,257","0:02:14,159",Je suis un jam.
3584,Oh Joey don't!,Monica,fear,negative,356,20,3,3,"0:02:16,219","0:02:17,679",- Je ne veux pas!
3585,It's way to hot.,Monica,anger,negative,356,21,3,3,"0:02:17,679","0:02:18,148","Pour me dégeler, je fais de la gelée !"
3586,This will just be my batch.,Joey,neutral,neutral,356,22,3,3,"00:02:25,395","00:02:27,396",Ce sera ma fournée perso.
3588,Why? Do you think he’s still mad at us?,Monica,surprise,negative,357,1,3,17,"00:08:02,064","00:08:03,273",Il nous en veut ?
3589,Well he’s probably mad after you called him this morning to borrow his goggles.,Chandler,neutral,neutral,357,2,3,17,"00:08:03,483","00:08:07,694",Surtout que tu l'as appelé pour emprunter ses lunettes.
3590,What? Mine aren’t tinted.,Joey,surprise,negative,357,3,3,17,"00:08:07,904","00:08:09,529",Les miennes sont pas teintées.
3591,Here you go Pheebs. Who else wants one of my special homemade brownies?,Rachel,neutral,neutral,358,0,3,8,"00:00:03,712","00:00:06,338","Tiens, Phoebs.Qui d'autre veut goûter mes brownies ?"
3592,I will have one.,Chandler,neutral,neutral,358,1,3,8,"00:00:06,548","00:00:07,589",Moi !
3593,"Okay, I’m not gonna have one.",Chandler,neutral,neutral,358,2,3,8,"00:00:10,135","00:00:12,177","Non, merci."
3595,"No, no, it’s just my tooth.",Phoebe,sadness,negative,358,3,3,8,"00:00:12,887","00:00:14,888",C'est juste ma dent !
3596,All right I’ll have one.,Chandler,neutral,neutral,358,4,3,8,"00:00:15,140","00:00:16,974","Oui, merci."
3597,"So what’s a matter, you need a dentist? I’ve got a good one.",Ross,neutral,neutral,358,5,3,8,"00:00:18,101","00:00:20,686","Si tu veux, j'ai un bon dentiste."
3598,"No thanks, I have a good one too. I just, I, I can’t see him.",Phoebe,fear,negative,358,6,3,8,"00:00:20,854","00:00:25,107",J'en ai un aussi. Seulement je peux pas le voir.
3599,See that is the problem with invisible dentists.,Chandler,neutral,neutral,358,7,3,8,"00:00:25,358","00:00:28,193",Encore un dentiste invisible !
3600,Why? Why can’t you go to him?,Ross,surprise,positive,358,8,3,8,"00:00:30,030","00:00:31,280",Pourquoi t'y vas pas ?
3601,"Because, every time I go to the dentist, somebody dies.",Phoebe,anger,negative,358,9,3,8,"00:00:31,448","00:00:36,368","Parce que...chaque fois que j'y vais, quelqu'un meurt."
3602,"That is so weird, because every time I go to the dentist, I look down the hygienist’s blouse.",Chandler,joy,positive,358,10,3,8,"00:00:37,662","00:00:46,295","C'est fou ! Moi, quand j'y vais...je mate le décolleté de l'assistante !"
3603,"Phoebe, what? Umm...what?!",Rachel,surprise,negative,358,11,3,8,"00:00:43,918","00:00:46,295",Quoi ?
3604,"Yeah, yeah, first there was my aunt Mary, and then there was umm, John, my mailman, and then my, my cowboy friend ‘Albino Bob’.",Phoebe,neutral,neutral,358,12,3,8,"00:00:47,714","00:00:54,887","Il y a eu ma tante Mary...puis John, mon facteur...et mon copain cow-boy, Bob l'Albinos."
3605,And all these people actually died?,Rachel,surprise,negative,358,13,3,8,"00:00:55,889","00:00:58,307",Et tous ces gens sont morts ?
3606,"Yes, while I was in the chair!",Phoebe,sadness,negative,358,14,3,8,"00:00:58,475","00:01:00,684",Pendant que j'étais dans le fauteuil !
3607,"That’s why I take such good care of my teeth now, y'know, it’s not about oral hygiene, I floss to save lives!",Phoebe,neutral,neutral,358,15,3,8,"00:01:00,852","00:01:09,151","Alors, je prends soin de mes dents !Mon fil dentaire peut sauver des vies !"
3608,"Pheebs, come on, you didn’t kill anybody, these people just happened to die when you went to the dentist.",Ross,neutral,neutral,358,16,3,8,"00:01:07,317","00:01:13,072","Tu n'as tué personne !Tu étais chez le dentiste, ce jour-là..."
3609,"It’s, it’s, it’s just ah, a coincidence.",Ross,neutral,neutral,358,17,3,8,"00:01:13,281","00:01:14,740",c'est une coïncidence.
3610,"Well tell that to them. Oh! You can’t, their dead.",Phoebe,sadness,negative,358,18,3,8,"00:01:14,949","00:01:17,743","Dis-leur, à eux ! Oh, tu peux pas, ils sont morts !"
3611,Hello?,Ross,surprise,positive,359,0,4,17,"00:14:29,118","00:14:30,451",- Je vous en prie.
3612,Ross.,Emily,neutral,neutral,359,1,4,17,"00:14:31,203","00:14:32,328",Je suis là.
3614,It was dreadful. I felt terrible about how I acted when you said those wonderful things.,Emily,sadness,negative,359,3,4,17,"00:14:38,711","00:14:44,632",<i>Horrible.</i>Je m'en voulais d'avoir réagi comme ça à l'aéroport.
3615,"No, no, that-that, that’s all right. Umm, I’m just glad you called.",Ross,joy,positive,359,4,4,17,"00:14:45,009","00:14:54,809",Ne t'inquiète pas.Je suis content de t'entendre.
3616,"Ross umm, there’s something that I’ve got to tell you, there’s-there’s someone else.",Emily,joy,positive,359,5,4,17,"00:14:51,307","00:14:59,063",<i>Je dois te dire quelque chose.</i>ll y a quelqu'un d'autre.
3617,Does that mean the same thing in England as it does in America?,Ross,sadness,negative,359,6,4,17,"00:15:03,569","00:15:07,655",Ca veut dire la même chose · en Angleterre qu'en Amérique ?
3618,You know what? I'm not gonna be able to enjoy this.,Monica,sadness,negative,360,0,2,5,"00:17:29,131","00:17:32,091",Ca va me gâcher le plaisir.
3619,"Yeah, I know, it's my birthday. We all should be here.",Ross,sadness,negative,360,1,2,5,"00:17:32,301","00:17:35,595",C'est mon anniversaire. On devrait tous être là.
3620,"So, let's go.",Chandler,neutral,neutral,360,2,2,5,"00:17:36,305","00:17:37,805",On se casse.
3621,"Well maybe, you know, maybe we should stay for one song.",Ross,neutral,neutral,360,3,2,5,"00:17:44,354","00:17:46,689",On devrait peut-être en écouter une ?
3622,"Yeah, I mean, it would be rude to them  for us to leave now.",Chandler,neutral,neutral,360,4,2,5,"00:17:46,940","00:17:49,776",Ce serait impoli de partir maintenant.
3623,"You know, the guys are probably having a great time.",Monica,neutral,neutral,360,5,2,5,"00:17:49,985","00:17:51,986",Ils doivent s'amuser de leur côté.
3639,Oh that’s five Ross. Five women have had five babies! And I have had no babies! Why doesn’t she want to come out?,Rachel,sadness,negative,362,0,8,24,"00:04:22,542","00:04:32,969",C'est la cinquième.Cinq femmes ont mis cinq bébés au monde. . .et je n'ai pas de bébé !Elle ne veut pas sortir ?
3640,Y’know what I think it is?,Ross,neutral,neutral,362,1,8,24,"00:04:34,011","00:04:35,638",Tu sais pourquoi ?
3641,I think you’ve made such a nice home for her over the last nine months that she just doesn’t want to leave.,Ross,neutral,neutral,362,2,8,24,"00:04:35,805","00:04:41,394",Tu lui as fait une si jolie maison pendant neuf mois. . .qu'elle veut y rester.
3642,Oh. Look at you making up crap for me. Oh God!,Rachel,sadness,negative,362,3,8,24,"00:04:41,561","00:04:46,733",Comme c'est gentil de me sortir ces niaiseries. . .
3643,"Twenty-one hours, you’re a hero.",Dr. Long,neutral,neutral,362,4,8,24,"00:04:51,988","00:04:54,657",Vingt-et-une heures. . . C'est héro.i.que.
3644,Doctor you gotta do something! I think you gotta give me drugs or you gotta light a fire up in there and just smoke it out.,Rachel,sadness,negative,362,5,8,24,"00:04:54,824","00:05:05,960",Faites quelque chose ! Droguez-moi. . .ou mettez le feu là-dedans pour l'enfumer.
3645,"Actually, I think you’re ready to go to the delivery room.",Dr. Long,neutral,neutral,362,6,8,24,"00:05:02,957","00:05:05,960","En fait, vous allez accoucher."
3646,What?,Rachel,surprise,negative,362,7,8,24,"00:05:07,044","00:05:08,838",- Je ne sais pas.
3647,"Ten centimeters, you’re about to become a mom.",Dr. Long,neutral,neutral,362,8,8,24,"00:05:07,044","00:05:10,840",Quoi ? - Dix centimètres.Vous allez être mère.
3648,My God. Okay.  Ha-ha-ha beat ya! Sucker!,Rachel,surprise,positive,362,9,8,24,"00:05:12,341","00:05:20,224","J'ai gagné, traînarde !"
3649,Are they here yet?,Carol,neutral,neutral,363,0,1,23,"00:10:23,247","00:10:25,332",Ils sont arrivés ?
3650,"No, honey, they're not, but don't worry, because we are going to find them, and until we do, we are all here for you, ok?",Rachel,neutral,neutral,363,1,1,23,"00:10:28,085","00:10:31,254","Non, pas encore . Mais on va les trouver .En attendant, on est tous ici, avec toi ."
3652,Hi.,Rachel,neutral,neutral,365,0,1,24,"00:12:03,389","00:12:04,000",Je vous salue.
3653,May I see your boarding pass?,Flight Attendant,neutral,neutral,365,1,1,24,"00:12:03,389","00:12:04,848",Votre ticket ?
3654,"Oh, no, no, I don't have one. I just need to talk to my friend.",Rachel,neutral,neutral,365,2,1,24,"00:12:05,057","00:12:06,891",J'en ai pas . Je dois voir mon ami .
3655,"Oh, oooh. I'm sorry. You are not allowed on the jetway unless you have a boarding pass.",Flight Attendant,neutral,neutral,365,3,1,24,"00:12:07,101","00:12:11,062",Vous ne pouvez pas monter sans ticket d'embarquement .
3656,"No, I know, but I—he just went on.",Rachel,neutral,neutral,365,4,1,24,"00:12:11,272","00:12:12,272","Je sais, mais il a continué."
3657,"He's right there, he's got the blue jacket on, I... can I j-just...",Rachel,sadness,negative,365,5,1,24,"00:12:11,272","00:12:14,482","Je sais, mais il vient de passer . Il a une veste bleue ."
3658,No no no! Federal regulations!,Flight Attendant,anger,negative,365,6,1,24,"00:12:14,692","00:12:16,651",C'est le règlement fédéral .
3659,"OK, alright, OK, um... then could you please, uh... just give him a message for me? Please? This is",Rachel,neutral,neutral,365,7,1,24,"00:12:16,861","00:12:22,615","Alors, pourriez- vous lui donner un message ?C'est très important ."
3660,Alright. What's the message?,Flight Attendant,neutral,neutral,365,8,1,24,"00:12:22,825","00:12:25,160",Bien . Quel est le message ?
3661,Uh... I don't know.,Rachel,neutral,neutral,365,9,1,24,"00:12:25,494","00:12:27,871",Je ne sais pas .
3662,"Sir? Sir? Excuse me, sir? Uh... I have a message for you.",Flight Attendant,neutral,neutral,365,10,1,24,"00:12:30,458","00:12:34,919","Excusez- moi, monsieur .Un message pour vous ."
3663,What?,Man,neutral,neutral,365,11,1,24,"00:12:33,002","00:12:34,919",- Je ne sais pas.
3664,"It's from Rachel. She said that she loved the present, and she will see you when you get back.",Flight Attendant,neutral,neutral,365,12,1,24,"00:12:35,129","00:12:39,007",De Rachel . Elle a adoré le cadeau et elle attend votre retour .
3665,": Toby... Oh, for God's sake, I don't know what she's talking about!",Man,surprise,negative,365,13,1,24,"00:12:39,216","00:12:45,045","Toby, bon sang ! J'ignore de quoi elle parle ."
3666,There's no Rachel!,Man,anger,negative,365,14,1,24,"00:12:45,264","00:12:46,765",Il n'y a pas de Rachel .
3668,"Here's the thing, Janice.",Chandler,neutral,neutral,366,0,1,5,"0:19:23,036","0:19:24,218",Le truc
3669,"You know, I mean, it's like we're different.",Chandler,neutral,neutral,366,1,1,5,"0:19:24,218","0:19:25,554",c'est qu'on est différents .
3670,"I'm like the bing, bing, bing.",Chandler,anger,negative,366,2,1,5,"0:19:25,747","0:19:27,124","Je suis comme le bing, bing, bing."
3671,"You're like the boom, boom, ... boom.",Chandler,neutral,neutral,366,3,1,5,"0:19:27,124","0:19:27,768","Je suis bing bing bing ! Toi, tu es boum boum boum !"
3672,Ow!,Janice,surprise,negative,366,4,1,5,"00:19:27,958","00:19:29,000",Je suis là.
3673,"Oh, my god, I'm so sorry. Are you ok?",Chandler,anger,negative,366,5,1,5,"00:19:29,209","00:19:33,629",Mon Dieu !Excuse-moi .Ça va ?
3674,"Ow. Um, it's just my lens. It's just my lens. I'll be right back.",Janice,sadness,negative,366,6,1,5,"00:19:34,840","00:19:39,135",C'est juste ma lentille .Ça va aller . Je reviens .
3675,I hit her in the eye! I hit her in the eye! This is the worst break-up in the history of the world.,Chandler,sadness,negative,366,7,1,5,"00:19:41,513","00:19:47,602",Je lui ai donné un coup dans l'il !C'est la pire rupture de l'histoire de l'humanité !
3676,Oh my god.  How many of those have you had?,Phoebe,surprise,negative,366,8,1,5,"00:19:47,853","00:19:53,191",Tu en as bu combien ?
3677,"Oh, I don't know, a million?",Chandler,anger,negative,366,9,1,5,"00:19:53,442","00:19:55,610",Je sais pas . Un million ?
3678,"Chandler, easy, easy. Go to your happy place. La la la la la la la.",Phoebe,neutral,neutral,366,10,1,5,"00:19:56,486","00:20:02,158",Du calme ! Pense à un endroit où t'es bien .
3679,I'm fine.,Chandler,neutral,neutral,366,11,1,5,"0:20:03,285","0:20:04,047",Ça va
3680,All right.,Phoebe,neutral,neutral,366,12,1,5,"0:20:04,047","0:20:05,718",ça va .
3681,I'm not fine. Here she comes.,Chandler,fear,negative,366,13,1,5,"00:20:05,871","00:20:07,705",Ça ne va pas ! La voilà !
3682,Wait here. Breathe.,Phoebe,neutral,neutral,366,14,1,5,"00:20:07,915","00:20:09,749",Attends ici . Respire .
3683,How do you do that?,Chandler,surprise,negative,366,15,1,5,"00:20:28,727","00:20:30,061",Comment tu fais ?
3684,It's like a gift.,Phoebe,neutral,neutral,366,16,1,5,"00:20:30,312","00:20:32,355",C'est comme un don .
3685,We should always always break up together.,Chandler,neutral,neutral,366,17,1,5,"00:20:35,025","00:20:37,360",On devrait toujours rompre ensemble .
3686,"Oh, I'd like that.",Phoebe,neutral,neutral,366,18,1,5,"00:20:37,611","00:20:38,736",Bonne idée !
