Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,greek_text
5063,And do you remember going into my purse and stealing the phone?!,Rachel,anger,negative,512,8,7,15,"00:09:53,718","00:09:58,138","Και μετά, θυμάσαι, που άνοιξες την τσάντα μου κι έκλεψες το κινητό;"
5064,"Ooh, now you lost me.",Phoebe,fear,negative,512,9,7,15,"00:09:59,599","00:10:00,974",Δεν σε παρακολουθώ.
5065,You stole the phone!,Rachel,anger,negative,512,10,7,15,"0:10:01,142","0:10:02,853","-Εκλεψες το κινητό! -Οχι, δεν το έκλεψα!"
5066,No I didn’t!,Phoebe,anger,negative,512,11,7,15,"0:10:02,853","0:10:03,669","Όχι, δεν το έκανα!"
5067,"No? So you’re saying that if I called it, it wouldn’t ring?",Rachel,anger,negative,512,12,7,15,"00:10:03,769","00:10:06,813","Ωστε αν πάρω τον αριθμό, δεν θα χτυπήσει;"
5068,"No. Umm, okay. But while you dial, let me show you the features of my new ringing handbag.  Oh, it does work!",Phoebe,fear,negative,512,13,7,15,"00:10:06,981","00:10:13,194","Εντάξει.Εντωμεταξύ, να σου δείξω τι κάνει η καινούργια μου κουδουνιστή τσάντα;Οντως χτυπάει!"
5069,Phoebe!,Rachel,anger,negative,512,14,7,15,"00:10:18,075","00:10:20,076",Φοίβη!
5070,It’s not here.,Tag,neutral,neutral,513,0,7,12,"00:12:59,487","00:13:00,862",Δεν είναι εδώ.
5071,"Puzzler. A bit of a puzzle. Why don’t you um, check the copy room, maybe you left the contracts in there?",Rachel,neutral,neutral,513,1,7,12,"00:13:02,114","00:13:12,999",Περίεργο.Γιατί δεν πας να δεις στο φωτοτυπικό; Ισως τα άφησες εκεί.
5072,How could I have left them in the copy room?,Tag,neutral,neutral,513,2,7,12,"00:13:13,209","00:13:16,044",Πώς γίνεται να τα έχω αφήσει εκεί;
5073,I don’t know Tag! How can your genitals make phone calls? Okay? It’s not a perfect world! Just go please.,Rachel,anger,negative,513,3,7,12,"00:13:16,253","00:13:26,054","Δεν ξέρω. Πώς γίνεται τα γεννητικά σου όργανα να παίρνουν τηλέφωνο;Ο κόσμος δεν είναι τέλειος. Δεν πας, σε παρακαλώ;"
5074,Fine.,Tag,anger,negative,513,4,7,12,"00:13:24,178","00:13:26,054",-Εντάξει. -Σ'ευχαριστώ.
5076,How ya doin'? Welcome. Good to see ya!,Joey,joy,positive,514,0,5,4,"00:07:20,982","00:07:23,817",Τι κάνετε; Καλωσορίσετε. Χάρηκα.
5077,This will be your phone.,Stage Director,neutral,neutral,514,1,5,4,"00:07:24,777","00:07:26,403",Το τηλέφωνό σου.
5078,"That's great. But uh, I'm not really expecting a lot of calls.",Joey,neutral,neutral,514,2,5,4,"00:07:30,283","00:07:34,870",Ωραία.Αλλά δεν περιμένω πολλά τηλεφωνήματα.
5079,No you answer it and take pledges.,Stage Director,neutral,neutral,514,3,5,4,"00:07:35,371","00:07:37,539",Το απαντάς και γράφεις δωρεές.
5080,But I'm the host!,Joey,surprise,negative,514,4,5,4,"00:07:37,707","00:07:39,040",Μα παρουσιάζω.
5081,"No, Gary Collins is the host. You'll be answering the phones.",Stage Director,neutral,neutral,514,5,5,4,"00:07:39,208","00:07:43,086",Ο Γκάρυ Κόλινς είναι παρουσιαστής. Εσύ απαντάς τηλέφωνα.
5082,"You don't seem to understand. See, I was Dr. Drake Remoray.",Joey,neutral,neutral,514,6,5,4,"00:07:44,297","00:07:48,425",Δεν καταλαβαίνεις. 'Ημουν ο Δρ. Ντέικ Ραμόρει.
5083,"Well, here's your phone doctor.",Stage Director,neutral,neutral,514,7,5,4,"00:07:48,593","00:07:51,136","Το τηλέφωνό σου, γιατρέ."
5084,Hey guys.,Gunther,neutral,neutral,515,0,3,11,"00:05:59,525","00:06:00,609",Γεια σας παιδιά.
5085,Hey Gunther. Hi.  I mean you’re going out on a date with the noisy guy upstairs?,Monica,surprise,negative,515,1,3,11,"00:05:59,525","00:06:04,696",Θα βγεις ραντεβού με τον θορυβώδη τύπο;
5086,"Well, he’s very charming.",Phoebe,neutral,neutral,515,2,3,11,"00:06:04,864","00:06:08,367",Είναι πολύ γοητευτικός.
5087,"I know, he’s too charming, but if you two start going out, then it’s just gonna make it so much harder for me to hate him.",Monica,disgust,negative,515,3,3,11,"00:06:08,534","00:06:11,953","Είναι πολύ γοητευτικός.Αν βγαίνεις μαζί του, θα'ναι δύσκολο να τον μισήσω."
5088,"Well, you’re just gonna have to try.",Phoebe,neutral,neutral,515,4,3,11,"00:06:12,121","00:06:14,956",Θα πρέπει να προσπαθήσεις.
5089,"Joey, where are the",Monica,neutral,neutral,515,5,3,11,"00:06:15,375","00:06:18,126","Τζ όι, πού είναι οι ζελέδες;"
5090,"I don’t know, Chandler is supposed to be passin’ ‘em around...",Joey,neutral,neutral,515,6,3,11,"00:06:18,294","00:06:21,296",Δεν ξέρω. Ο Τσάντλερ τους σερβίρει.
5097,"Okay, ten blocks down. Five to go.",Chandler,anger,negative,516,0,8,10,"00:17:04,314","00:17:08,693","Κάναμε δέκα τετράγωνα, μένουν πέντε."
5098,Oh wait! Stop! Stop! Stop!,Monica,joy,positive,516,1,8,10,"0:17:08,861","0:17:13,741","Σταμάτα, σταμάτα!"
5099,Oh I’m sorry! Do you need a break?,Chandler,surprise,negative,516,2,8,10,"0:17:13,741","0:17:13,884","-Στάσου, στάσου! -Χρειάζεσαι διάλειμμα;"
5100,My boots in tan! Hey! Can you get a little closer so I can see the price?,Monica,joy,positive,516,3,8,10,"00:17:14,992","00:17:18,161",Οι μπότες μου σε καφέ χρώμα! Πλησίασε να δω την τιμή.
5101,I can see it from right here. It’ll cost you one husband.,Chandler,joy,positive,516,4,8,10,"00:17:18,328","00:17:22,832",Τη βλέπω από δω. Θα σου κοστίσουν ένα σύζυγο.
5102,"Okay, I’m sorry. I think I can walk the rest of the way now. Just-just give me my boots.",Monica,sadness,negative,516,5,8,10,"00:17:23,000","00:17:34,510",Μπορώ να περπατήσω. Δώσε μου τις μπότες μου.
5103,Come on more!,Phoebe,anger,negative,517,0,8,14,"0:21:50,640","0:21:52,042","Έλα, κι άλλο!"
5104,Oh God!,Monica,joy,positive,517,1,8,14,"0:21:52,042","0:21:53,009",-Κι άλλο. -Θεέ μου!
5105,"Yeah, you like that don’t you?",Phoebe,neutral,neutral,517,2,8,14,"00:21:53,200","00:21:55,640","Σ' αρέσει, ε;"
5106,Oh yeah right there!,Monica,joy,positive,517,3,8,14,"0:21:55,920","0:21:57,052","Ναι, ακριβώς εκεί!"
5107,You want it there? You take it there baby!,Phoebe,joy,positive,517,4,8,14,"0:21:57,052","0:22:00,294","-Ναι, ακριβώς εκεί. -Το θέλεις; Πάρ' το, μωρό μου."
5108,Uh Phoebe?,Monica,sadness,negative,517,5,8,14,"00:22:02,040","00:22:05,840",Φοίβη;
5109,"Yeah, say my name. Say it!  And now I’m going to cover you back up, and umm we’re never doing this again.",Phoebe,joy,positive,517,6,8,14,"00:22:02,040","00:22:22,160",-Φοίβη; -Πες το όνομά μου. Πες το.Και τώρα θα σε σκεπάσω.
5110,Happy?! Is that what I’m supposed to be Vic? Happy?,Kate,anger,negative,518,0,3,19,"00:19:15,821","00:19:19,866","Ευτυχισμένη; Αυτό υποτίθεται ότι είμαι, Βικ;"
5111,"Well, why don’t you tell me what you’re supposed to be!",Joey,anger,negative,518,1,3,19,"00:19:20,033","00:19:22,994",Δε μου λες εσύ τι είσαι;
5112,Huh?,Joey,neutral,neutral,518,2,3,19,"00:19:22,000","00:19:22,994",- Τι;
5113,Because I sure as hell can’t figure it out!,Joey,anger,negative,518,3,3,19,"00:19:23,162","00:19:25,580",Επειδή εγώ δεν το βρίσκω!
5114,I talk to you and it’s nothin’.,Joey,neutral,neutral,518,4,3,19,"00:19:25,747","00:19:28,207","Σου μιλάω, τίποτα!"
5115,"You look at me, and nothin’.",Joey,neutral,neutral,518,5,3,19,"00:19:28,375","00:19:31,085","Με κοιτάζεις, τίποτα!"
5116,Nothing.,Joey,neutral,neutral,518,6,3,19,"00:19:44,141","00:19:45,308",Τίποτα!
5117,"You guys make me fly! High! Okay, we’re gonna pick it up here, tomorrow.",The Director,joy,positive,518,7,3,19,"00:19:47,477","00:19:58,946",Νόστιμο.Αρχίζ ω να νιώθω ότι έχετε παρελθόν. Είναι ωραίο.
5118,"Well, that was ah...",Kate,neutral,neutral,518,8,3,19,"00:20:01,283","00:20:03,618",Αυτό ήταν...
5119,What?! What are you doing?!,Monica,surprise,negative,519,0,7,12,"00:15:11,452","00:15:14,162",-Τι κάνεις; -Ξέρεις τι συνέβη μόλις;
5120,Do you know what just happened?,Chandler,anger,negative,519,1,7,12,"00:15:14,622","00:15:16,831",Ξέρεις τι έγινε;
5121,Yeah. We-we had sex and then we fell asleep.,Monica,neutral,neutral,519,2,7,12,"00:15:18,000","00:15:21,836",Κάναμε σεξ και μετά αποκοιμηθήκαμε.
5122,No. We were in the middle of sex…and,Chandler,neutral,neutral,519,3,7,12,"00:15:23,797","00:15:27,258",Οχι. Ενώ κάναμε σεξ...
5123,"Nooo! No, that’s not true. No, best time ever! Yeah, you rocked my world!",Monica,joy,positive,519,4,7,12,"00:15:31,847","00:15:42,023","Οχι, δεν είναι αλήθεια.Δεν έχουμε κάνει καλύτερο σεξ.Με συγκλόνισες."
5124,"Don't worry, Chandler, it's not a globe of the United States.",Joey,neutral,neutral,520,0,7,8,"00:04:07,288","00:04:10,249","Μην ανησυχείς, Τσάντλερ. Η υδρόγειος δεν είναι των ΗΠΑ."
5125,Hey you guys I'm gonna go out and take a walk.,Phoebe,neutral,neutral,520,1,7,8,"00:04:17,966","00:04:20,592",Πάω να κάνω μια βόλτα.
5126,"Phoebe, why is your bag moving?",Ross,surprise,negative,520,2,7,8,"00:04:20,843","00:04:23,095","Φοίβη, γιατί κουνιέται η τσάντα σου;"
5127,"Oh, it's not!",Phoebe,neutral,neutral,520,3,7,8,"0:04:23,304","0:04:24,139","-Δεν κουνιέται. -Αλήθεια, κουνιέται."
5128,"Seriously, it's moving!",Rachel,surprise,negative,520,4,7,8,"0:04:24,139","0:04:25,911","Σοβαρά, κινείται!"
5129,What the hell is in there?,Joey,surprise,negative,520,5,7,8,"00:04:26,099","00:04:29,559",-Τι είναι εκεί μέσα; -Το πλέξιμό μου μόνο.
5130,It's just my knitting that's all!  Yes! I knit this. I'm very good.,Phoebe,neutral,neutral,520,6,7,8,"00:04:26,099","00:04:40,612","Ναι, εγώ το έπλεξα αυτό.Είμαι πολύ καλή."
5131,There will come a time in each of your careers when you’ll have a chance to screw over another soap opera actor.,Joey,neutral,neutral,521,0,3,7,"00:19:55,444","00:20:02,491",Θα έρθει κάποια στιγμή στην καριέρα σας......που θα'χετε την ευκαιρία να κάψετε έναν άλλο ηθοποιό.
5132,"I had such an opportunity in the recent, present.",Joey,neutral,neutral,521,1,3,7,"00:20:03,202","00:20:06,954",Είχα μια τέτοια ευκαιρία στο πρόσφατο παρόν.
5133,"And I’m ashamed to say that I took it, I advised a fellow actor to play a role, homosexually.",Joey,sadness,negative,521,2,3,7,"00:20:08,957","00:20:18,633",Και ντρέπομαι που σας λέω......ότι την εκμεταλλεύτηκα.Συμβούλευσα ένα συνάδελφο να παίξει ένα ρόλο......ομοφυλοφιλικά.
5134,"Yeah, we both auditioned for the part, and uh, as it turned out, they ah, they liked the stupid gay thing and cast him.",Joey,anger,negative,521,3,3,7,"00:20:24,723","00:20:32,980",Κάναμε κι οι δυο οντισιόν για το ρόλο......και όπως εξελίχθηκε......τους άρεσε το στυλ γκέι και τον προσέλαβαν.
5135,"And now, he’s got a two year contract opposite Susan Luchhi, the first lady of daytime television, and me, me I’m stuck here teaching a bunch of people, most of whom are too ugly to even be on TV.",Joey,sadness,negative,521,4,3,7,"00:20:42,282","00:20:50,581",Και τώρα......έχει διετές συμβόλαιο......και θα παίξει με τη Σούζ αν Λούτσι......την πρώτη κυρία της σαπουνόπερας.Κι εγώ;'Εμεινα εδώ να διδάσκω ένα τσούρμο ανθρώπους......που οι περισσότεροι είναι πολύ άσχημοι για την τηλεόραση.
5136,"I’m sorry, I’m sorry, I’m sorry.",Joey,sadness,negative,521,5,3,7,"00:21:06,765","00:21:08,933","Συγνώμη, συγνώμη..."
5137,Thank you.,Joey,neutral,neutral,521,6,3,7,"00:21:18,860","00:21:20,319",Ευχαριστώ.
5138,Rach?,Phoebe,surprise,positive,522,0,7,18,"00:20:57,047","00:20:58,089",Ραχ;
5139,I’ll be out in a second.,Rachel,neutral,neutral,522,1,7,18,"00:20:58,257","00:21:01,509",Ερχομαι αμέσως.
5140,Oh.  It’s just so unexpected! I…I uh…Boy I’ll tell you it’s just such an honor to be nominated for a,Phoebe,joy,positive,522,2,7,18,"00:21:05,806","00:21:17,817","Ηταν μεγάλη έκπληξη.Ειλικρινά, ήταν μεγάλη μου τιμή......που ήμουν απλά και μόνο υποψήφια..."
5141,"Honey, we have to go. Our reservations are at 8:00.",Rachel,neutral,neutral,522,3,7,18,"00:21:27,828","00:21:33,499",Πρέπει να πηγαίνουμε.Η κράτηση είναι για τις οκτώ.
5142,in Reservations at 8:00 by Neil Simon.  Thank-thank you Neil. Thank you for the words.,Phoebe,neutral,neutral,522,4,7,18,"00:21:29,913","00:21:37,545","...στο ""Κράτηση για τις Οκτώ""......του Νιλ Σάιμον.Σ'ευχαριστώ, Νιλ.Σ'ευχαριστώ για τον ρόλο."
5143,"Okay honey, you can finish this later we’re gonna be late. We gotta go.",Rachel,neutral,neutral,522,5,7,18,"00:21:38,088","00:21:40,840","Τελειώνεις αργότερα.Θ'αργήσουμε, πρέπει να φύγουμε."
5144,"Please, don’t play the music. Just uh one more.",Phoebe,joy,positive,522,6,7,18,"00:21:41,008","00:21:43,342","Μην παίξετε μουσική, κάτι ακόμα."
5145,I can't believe you don't want to know.,Rachel,surprise,negative,523,0,1,12,"00:09:35,283","00:09:38,618",Δεν μπορώ να πιστέψω πως δε θέλεις να μάθεις.
5146,"I mean, I couldn't not know, I mean, if, if the doctor knows, and Carol knows, and Susan knows....",Rachel,joy,positive,523,1,1,12,"0:09:38,786","0:09:42,298","Αφού το ξέρει ο γιατρός, η Κάρολ και η Σούζ αν..."
5147,And Monica knows...,Monica,neutral,neutral,523,2,1,12,"0:09:42,298","0:09:42,435",Και η Μόνικα.
5148,"Wha, heh, how could you know, I don't even know!",Ross,surprise,positive,523,3,1,12,"00:09:44,709","00:09:47,002",Πώς το ξέρεις;
5149,"Carol called me to thank me for the lasagna, I asked, she told me.",Monica,neutral,neutral,523,4,1,12,"00:09:47,169","00:09:51,131","Πήρε να μ'ευχαριστήσει για τα λαζ άνια...Τη ρώτησα, μου είπε."
5150,So what's it gonna be?,Joey,joy,positive,523,5,1,12,"00:09:51,299","00:09:52,757","Τι θα είναι, λοιπόν;"
5151,"Wait—oh—hey—huh, oh great now he knows, and I don't know!",Ross,anger,negative,523,6,1,12,"00:09:54,969","00:09:57,804",Τώρα ξέρει αυτός και δεν ξέρω εγώ!
5152,"I'm sorry, I'm just excited about being an aunt!",Monica,joy,positive,523,7,1,12,"00:09:57,972","00:10:00,473",Απλώς είμαι ενθουσιασμένη που θα γίνω θεία!
5153,Or an uncle...,Joey,neutral,neutral,523,8,1,12,"00:10:00,641","00:10:02,392",'Η θείος.
5154,Hey Phoebe!,Chandler,joy,positive,523,9,1,12,"0:10:07,398","0:10:08,370",Γεια σου Φοίβη!
5155,Hi Pheebs!,Ross,joy,positive,523,10,1,12,"0:10:08,370","0:10:08,454",Γεια σου Φιμπς!
5156,Pheebs!,Rachel,joy,positive,523,11,1,12,"0:10:08,454","0:10:09,653",Φιμπς!
5157,Fine!,Phoebe,anger,negative,523,12,1,12,"00:10:09,734","00:10:11,234","- Εντάξει, εντάξει."
5158,"Phoebe, what's the matter?",Monica,neutral,neutral,523,13,1,12,"00:10:13,988","00:10:16,072","Φοίβη, τι συμβαίνει;"
5159,"Nothing, I'm sorry, I'm just, I'm out of sorts.",Phoebe,sadness,negative,523,14,1,12,"00:10:16,240","00:10:23,872","Τίποτα, λυπάμαι, απλά, είμαι εκτός τύπου."
5160,"Oh, right, that's me!",Rachel,surprise,positive,523,15,1,12,"00:10:22,038","00:10:23,872","Α, σωστά, εγώ είμαι!"
