Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,spanish_text
5331,"Yeah. Just, if it’s possible, could you leave him somewhere and go have sex with another guy?",Rachel,neutral,neutral,536,14,4,2,"00:08:13,242","00:08:18,705",Pero luego podrías dejarlo en algún lado y hacer el amor con otro tipo?
5332,I’ll try.,Monica,neutral,neutral,536,15,4,2,"00:08:19,081","00:08:20,790",Lo intentare.
5333,"Hey! Tall guy! Hey, listen, I wanted to talk to you about that girl that you’re dancing with.",Joey,neutral,neutral,537,0,6,10,"00:12:04,432","00:12:15,483","Mira, escucha, querÃ­a hablar contigo sobre la chica con la que estÃ¡s bailando."
5334,"Yeah, yeah, okay.",Joey,neutral,neutral,537,1,6,10,"00:12:16,193","00:12:19,154","Si, si, si."
5335,"Uh, look buddy, I came with that girl, and I had this plan to kiss her at the new years countdown – I’m trying to win her over, so I was wondering if..",Joey,joy,positive,537,2,6,10,"00:12:22,032","00:12:29,164","Uh, mira colega,yo vine con esa chica, y tengo planeado besarla cuando sea medianoche.No, creo que no."
5336,"Oh come on man, you can dance with my partner, she’s real, uh, mellow!",Joey,anger,negative,537,3,6,10,"00:12:31,208","00:12:35,295","Oh vamos , puedes bailar con mi pareja, Â¡ ella estÃ¡ buenÃ­sima!"
5337,"Well, I was hoping after tonight that maybe I could you know",Joey,neutral,neutral,537,4,6,10,"00:12:40,384","00:12:42,844","Bueno, esperaba que despuÃ©s de esta noche quizÃ¡s yo podrÃ­a, ya sabes..."
5338,"Ross, get over it! It’s not like she hates you.",Rachel,anger,negative,538,0,6,11,"00:08:31,511","00:08:33,053","Ross, ¡pasa de eso! No es como si te odiara a ti."
5339,Yeah but,Ross,sadness,negative,538,1,6,11,"00:08:33,221","00:08:35,430",Es sólo que ella es rara. Creo que es porque es gemela. Los gemelos suelen ser raros.
5340,"Ross, she’s not weird, she just wants her stuff to be one of a kind.",Rachel,neutral,neutral,538,2,6,11,"00:08:45,358","00:08:49,069","Ross, ella no es rara, ella sólo quiere que sus cosas sean únicas."
5341,Huh. Y’know what’s not one of a kind? A twin!,Ross,anger,negative,538,3,6,11,"00:08:49,237","00:08:53,823",Huh. ¿Sabes lo que no es único? ¡Un gemelo!
5345,"Ooh, Phoebe’s here! Okay, let’s turn out all the lights and we’ll just watch the movie!",Rachel,joy,positive,538,4,6,11,"00:08:58,663","00:09:01,373","Ooh, ¡aqui está Phoebe! ¡Bien, apaguemos todas las luces y veamos la película!"
5346,"Okay. Hey—Ooh, cool sheets!",Phoebe,joy,positive,538,5,6,11,"00:09:01,582","00:09:05,252","Vale. Hey ¡Ooh, que sábanas tan fabulosas!"
5347,"Oh, you like it? You wanna know where I got it?",Ross,joy,positive,538,6,6,11,"00:09:01,582","00:09:08,213","Oh, ¿te gustan? ¿quieres saber donde las compre?"
5348,Sure!,Phoebe,joy,positive,538,7,6,11,"00:09:05,419","00:09:08,213",¡Claro!
5349,He got it a flea market!,Rachel,joy,positive,538,8,6,11,"00:09:08,381","00:09:09,798",¡Las compró en un mercadillo!
5350,"You bought your sheets at a flea market? Ross come on, you gotta loosen the purse strings a little.",Phoebe,disgust,negative,538,9,6,11,"00:09:11,300","00:09:17,889","¿Compras tus sábanas en un mercadillo?Ross vamos, has perdido la cabeza."
5351,And Joey?,Rachel,neutral,neutral,539,0,9,12,"00:01:08,318","00:01:09,443",¿Joey?
5352,How do you think she's doing?,Joey,neutral,neutral,539,1,9,12,"00:01:09,694","00:01:11,487",¿Cómo crees que está?
5353,Am I the only one who doesn't think that she's hot? Ross?,Rachel,surprise,positive,539,2,9,12,"00:01:13,656","00:01:16,116",¿Soy la única que cree que ella no está buena? ¿Ross?
5354,"Eh, I mean, I mena she's not unattractive but hot? I ....",Ross,surprise,positive,539,3,9,12,"00:01:16,326","00:01:23,499","Ehh... Es decir, ella no es fea. ...pero buena, aehhh."
5355,Thank you!,Rachel,joy,positive,539,4,9,12,"00:01:23,917","00:01:25,751",Gracias.
5356,Now that Rachel's gone?,Chandler,neutral,neutral,539,5,9,12,"00:01:28,004","00:01:29,296",Ahora que Rachel no esta...
5357,So hot I cried myself to sleep last night.,Rachel,sadness,negative,539,6,9,12,"00:01:29,506","00:01:32,049","Esta tan buena, que me dormí llorando anoche."
5358,"Oh, god help us.",Monica,sadness,negative,540,0,1,5,"00:04:30,937","00:04:38,193","Oh, que Dios nos ayude."
5359,What?,Joey,surprise,negative,540,1,1,5,"00:05:50,350","00:05:51,808",Â¿QuÃ©?
5360,Ugly Naked Guy's laying kitchen tile. Eww!,Monica,disgust,negative,540,2,1,5,"00:06:31,891","00:06:34,267",Hay un hombre feo desnudo en el piso de enfrente.
5361,"Eww! Look, I'm asking a favor here. If I do this for her brother, maybe Angela will come back to me.",Joey,disgust,negative,540,3,1,5,"00:06:38,147","00:06:45,445","Oye, te lo pido como un favor especial.Puede que si hago esto por su hermano......Angela vuelva a salir conmigo."
5363,"I know, but, I made a huge mistake. I never should have broken up with her. Will you help me? Please?",Joey,sadness,negative,540,5,1,5,"00:06:49,200","00:06:59,668","Mira, cometÃ­ un gravÃ­simo error. Nunca debÃ­ romper con ella.Â¿Me ayudarÃ¡s? Â¿Por favor?"
5364,"So honey, this morning was fun, huh? Me hopping in on you in the shower there.",Ross,joy,positive,541,0,6,15,"00:13:48,744","00:13:54,457","Cariño, esta mañana estuvo divertido!.Yo haciendo como que quería ducharme contigo."
5365,Yeah! And maybe someday we could get a place with two bathrooms.,Carol,joy,positive,541,1,6,15,"00:13:54,625","00:13:58,336",Si! Y quizás algun dia podamos vivir en un lugar con dos baños.
5366,"Look Carol umm, I was, I was thinking maybe uh, maybe we can spice things up a little.",Ross,neutral,neutral,541,2,6,15,"00:14:01,841","00:14:08,596",Mira Carol  yo... yo.....Estaba pensando que quizás deberiamos darle animo a todo esto.
5367,What do you mean?,Carol,surprise,positive,541,3,6,15,"0:14:08,848","0:14:09,516",Qué quieres decir?
5368,Carol our sex life is—it’s just not working,Ross,sadness,negative,541,4,6,15,"0:14:09,516","0:14:12,172","Carol, nuestra vida sexual es... no funciona. - Papá!."
5369,Hey there little fella!,Ross,joy,positive,541,5,6,15,"00:14:12,309","00:14:15,854","Hola, pequeño intruso!."
5370,"Hey, uh-hey, why don’t we get some shoes on ya, huh?",Ross,neutral,neutral,541,6,6,15,"00:14:16,021","00:14:17,981","Por qué no te ponemos unos zapatos, eh?."
5371,"Hey, why don’t you show dad how you can put your shoes on, in your room!",Ross,joy,positive,541,7,6,15,"00:14:18,128","00:14:21,276","Oye, enseñale a papá como eres capaz de ponerte los zapatos en tu habitación!. Corre!!"
5372,Yay!,Ross,joy,positive,541,8,6,15,"00:14:21,485","00:14:23,444",¡Ya qué!
5374,Yay!,Ben,joy,positive,541,9,6,15,"0:14:21,485","0:14:22,237",¡Ya qué!
5375,Yay!,Ross,joy,positive,541,10,6,15,"0:14:22,237","0:14:23,491",¡Ya qué!
5376,"Seriously, our sex life… I was thinking, maybe I don’t know, we could try some-some new things.",Ross,neutral,neutral,541,11,6,15,"00:14:25,698","00:14:34,205","En serio, nuestra vida sexual...Estaba pensando, quizá, no sé... podríamos probar algo nuevo..."
5378,For fun?,Ross,neutral,neutral,541,12,6,15,"00:14:31,328","00:14:34,205","Ya sabes, para divertirnos."
5379,Like what?,Carol,surprise,positive,541,13,6,15,"00:14:34,373","00:14:38,042",Cómo qué?.
5380,"Well I don’t know umm,  what if we were too tie each other up?",Ross,joy,positive,541,14,6,15,"00:14:34,373","00:14:45,133",Bueno no sé...Qué tal si nos atamos el uno al otro?.
5381,"Umm, some people eat stuff off one another.",Ross,neutral,neutral,541,15,6,15,"00:14:52,224","00:14:56,728",Algunas personas comen cosas sobre el otro.
5382,Nah!,Ross,disgust,negative,541,16,6,15,"00:14:58,355","00:14:59,981","¡No, no, no!"
5383,"Umm, y’know we-we could try dirty talk?",Ross,neutral,neutral,541,17,6,15,"00:15:00,232","00:15:04,402",Bueno también podríamos decir cosas obsenas...
5384,"Umm, we could, we could have a threesome.",Ross,neutral,neutral,541,18,6,15,"0:15:05,821","0:15:08,658",Podriamos... podriamos hacer un trio.
5385,I love that idea!,Carol,joy,positive,541,19,6,15,"0:15:08,658","0:15:10,008",Me encanta esa idea!
5387,So who’s idea was it to put everybody in the diner on skates?,Rachel,neutral,neutral,542,0,3,21,"00:00:02,711","00:00:05,713",De quiÃ©n ha sido la idea de que lleven patines en el restaurante?
5388,"Oh, some idiot customer put a suggestion in the suggestion box.",Monica,anger,negative,542,1,3,21,"00:00:05,880","00:00:08,924","Oh, algÃºn cliente idiota lo solicitÃ³ a travÃ©s del buzÃ³n de sugerencias."
5389,"Oh my God, they took my idea!",Phoebe,surprise,positive,542,2,3,21,"0:00:09,217","0:00:10,889","QuÃ© bien, han aceptado mi idea!"
5390,That was you?!,Monica,surprise,negative,542,3,3,21,"0:00:10,889","0:00:11,351",Fuiste tÃº?!
5391,"Yeah! Okay, here you go.",Phoebe,joy,positive,542,4,3,21,"00:00:11,469","00:00:14,680",SÃ­! Venga ya estÃ¡.
5392,"Rachel, I made you a cocoa.",Gunther,neutral,neutral,542,5,3,21,"00:00:15,306","00:00:17,057","Rachel, te he preparado un cacao."
5393,"Oh my God, are you guys okay?",Phoebe,surprise,negative,542,6,3,21,"0:00:21,104","0:00:22,439","Dios mÃ­o, chicas estÃ¡n bien?"
5394,Are you all right?,Gunther,surprise,negative,542,7,3,21,"0:00:22,439","0:00:23,321",EstÃ¡n bien?
5395,Oh my.,Joey,surprise,positive,542,8,3,21,"0:00:23,321","0:00:23,763",Lo que hay que ver.
5396,Sit!,Rachel,anger,negative,543,0,2,22,"00:20:32,356","00:20:33,814",¡Siéntate!
5397,Hi.,Joshua,neutral,neutral,543,1,2,22,"00:20:39,863","00:20:41,197",- ¿Qué pasa?
5398,"Oh my gosh, Joshua!",Rachel,surprise,positive,543,2,2,22,"00:20:41,365","00:20:43,824","¡Oh, Dios mío, Joshua!"
5399,All those things I said about not being ready,Joshua,neutral,neutral,544,0,4,16,"00:20:46,161","00:20:49,288",Todo lo que he dicho sobre no estar preparado...
5400,They’re not true?,Rachel,fear,negative,544,1,4,16,"0:20:49,623","0:20:50,465",No era verdad?
5401,"No, they’re-they’re all true.",Joshua,neutral,neutral,544,2,4,16,"0:20:50,465","0:20:52,099","No, todo era verdad."
5402,Oh.,Rachel,joy,positive,544,3,4,16,"00:20:52,209","00:20:53,501",- ¿Qué quieres?
5403,But,Joshua,neutral,neutral,544,4,4,16,"00:20:54,836","00:20:55,878",Pero....
5404,"Oh! Oh, I love that but.",Rachel,surprise,positive,544,5,4,16,"00:20:54,836","00:21:00,758",Me encanta ese pero.
5405,You wanna go inside and have some coffee?,Rachel,neutral,neutral,544,6,4,16,"00:21:11,311","00:21:13,646",Quieres entrar a tomar un café?
5406,Yeah.,Joshua,neutral,neutral,544,7,4,16,"00:21:13,814","00:21:15,856",Si.
5407,Okay.  Every time.,Rachel,neutral,neutral,544,8,4,16,"00:21:22,823","00:21:25,032",Siempre funciona.
5427,What d'you think?,Monica,neutral,neutral,546,0,1,21,"00:05:11,436","00:05:13,013",Quién crees que es?
5428,Lot of things.,Joey,neutral,neutral,546,1,1,21,"00:05:13,271","00:05:15,272",- Muchas cosas.
5429,Which one do you think she is?,Rachel,neutral,neutral,546,2,1,21,"00:05:16,232","00:05:18,108",¿Cuál crees que es?
5430,May I help you?,Teacher,neutral,neutral,546,3,1,21,"00:05:18,318","00:05:19,943",Puedo ayudarlas?
5431,"Oh, no thanks, we're just here to observe.",Monica,neutral,neutral,546,4,1,21,"00:05:20,111","00:05:21,862","Oh, no gracias, sólo hemos venido a observar."
5432,You don't observe a dance class. You,Teacher,neutral,neutral,546,5,1,21,"00:05:22,071","00:05:25,907","No se observa una clase de danza se baila, en una clase de danza.Ahi hay zapatos de tap."
5433,What does she mean?,Rachel,neutral,neutral,546,6,1,21,"00:05:30,788","00:05:32,039",Que quizo decir?
5434,I think she means  'You,Phoebe,neutral,neutral,546,7,1,21,"00:05:32,248","00:05:34,082","Quizo decir que en una clase de danza ""se baila""."
5435,"Okay, d'y'see anybody you think could be me?",Monica,anger,negative,546,8,1,21,"00:05:40,089","00:05:42,799",Ven a alguien que podria ser yo?
5436,People! Last time there were some empty yoghurt containers lying around after class. Let's not have that happen again!,Teacher,anger,negative,546,9,1,21,"00:05:42,967","00:05:49,598",Atención! Después de la última clase encontré unos recipientes de yoghurt tirados. Que no vuelva a repetirse nunca más!
5437,She could be you.,Rachel,neutral,neutral,546,10,1,21,"00:05:50,350","00:05:52,142",Ella podria ser tu.
5438,"Let's get started. Five, six, a-five six seven eight...",Teacher,neutral,neutral,546,11,1,21,"00:05:56,773","00:06:02,694","Vamos a empezar. Cinco, seis, cinco seis, siete, ocho..."
5439,"Okay, I'm not getting this!",Monica,anger,negative,546,12,1,21,"00:06:07,408","00:06:09,242",No entiendo esto!
5440,I'm totally getting it!,Phoebe,joy,positive,546,13,1,21,"00:06:09,452","00:06:12,537",Pues yo sigo el ritmo perfectamente!
5441,Did you ever feel like sometimes you are just so unbelievably uncoordinated?,Monica,sadness,negative,546,14,1,21,"00:06:16,626","00:06:20,420",No tienes la sensación de estar sufriendo una completa falta de coordinación?
5442,What? You just click when they click.,Rachel,surprise,positive,546,15,1,21,"00:06:28,262","00:06:30,430",Que? Sólo tienes que hacer lo mismo que ellos.
5443,"Alright people, now everyone grab a partner.",Teacher,neutral,neutral,546,16,1,21,"00:06:32,308","00:06:34,810",Muy bien ahora formen parejas.
5444,"Okay. And, my, dead, mother, says, you, are, it. I'm with Rachel.",Phoebe,neutral,neutral,546,17,1,21,"00:06:36,646","00:06:41,608","Ah esta bien, pito, pito condorito. Yo estoy con Rachel."
5445,Great. It's gym class all over again.,Monica,disgust,negative,546,18,1,21,"00:06:42,026","00:06:44,736",Genial. Es como estar en clase de gimnasia.
5446,"I'm not crazy, right? I mean, it was never like that.",Rachel,surprise,positive,547,0,1,20,"00:04:52,208","00:04:55,544",Adios. Oh Dios!.
5447,"Nooo, it wasn't.",Barry,neutral,neutral,547,1,1,20,"00:04:56,212","00:04:58,422",Para eso estuviste pensando casi dos horas?
5448,"Ooh, and it's so nice having this little sink here...",Rachel,joy,positive,547,2,1,20,"00:05:00,800","00:05:04,678","Oye, estuvo bien."
5460,"Hi uh, I’m Joey Tribbiani and with all do respect I’d like to donate some fluids.",Joey,joy,positive,549,0,6,17,"00:07:01,546","00:07:06,967",Hola... Soy Joey Tribbiani y con todos mis respetos me gustaria donar algunos fluidos.
5461,"We’re actually at the end of one of our research cycles, so we’re not looking for applicants right now.",Receptionist,neutral,neutral,549,1,6,17,"00:07:08,845","00:07:13,473","Estamos al final de un ciclo de investigación, así que no necesitamos donantes por el momento."
5462,"Oh that’s too bad. I’ve kinda been saving up.  Uh, are you sure there’s no studies I can participate in?",Joey,sadness,negative,549,2,6,17,"00:07:13,641","00:07:23,191",Que mala suerte! He estado acumulando...Está segura de que no hay estudios en los que pueda participar?.
5463,"Well, here’s a schedule of what’s coming up.",Receptionist,neutral,neutral,549,3,6,17,"00:07:23,401","00:07:25,444","Bueno, aquí hay una lista de los que proximos."
5464,Thanks.  Well but this one starts now.,Joey,neutral,neutral,549,4,6,17,"00:07:27,697","00:07:29,239","Bueno, este empieza justo ahora."
5465,"Oh that one is available now, but only identical twins are eligible. It’s a twins study.",Receptionist,neutral,neutral,549,5,6,17,"00:07:29,407","00:07:35,245","Oh ese esta disponible ahora pero, pero sólo pueden participar gemelos idénticos.Es un estudio sobre gemelos."
5466,"But it’s $2,000.",Joey,surprise,positive,549,6,6,17,"00:07:32,577","00:07:35,245",Pero son 2.000 dólares.
5467,Sorry.,Receptionist,sadness,negative,549,7,6,17,"00:07:35,955","00:07:38,248",Perdón.
5468,Well how about this one? Testing the effects of Joey Tribbiani on attractive nurse receptionists.,Joey,neutral,neutral,549,8,6,17,"00:07:39,709","00:07:46,673","Bueno, y qué tal este otro?.Estudio de los efectos de Joey Tribbiani sobre recepcionistas atractivas."
5469,"We already got the results back on that on, and they’re not good.",Receptionist,joy,positive,549,9,6,17,"00:07:47,592","00:07:51,386",Ya tenemos los resultados de ese estudio y no son muy buenos...
5471,"Well, not much has changed in the last five minutes.",Phoebe,neutral,neutral,551,0,6,18,"00:15:41,815","00:15:43,858","Bueno, no han cambiado mucho las cosas en los últimos cinco minutos."
5472,Yes it has! I made cookies!,Monica,joy,positive,551,1,6,18,"00:15:45,736","00:15:47,278",Claro que si!. He hecho galletas!.
5473,Oh that’s all right. I’m still full from your homemade potato chips.,Phoebe,neutral,neutral,551,2,6,18,"00:15:47,446","00:15:50,448",Oh eso es genial. Pero es que estoy llena después de tu papas fritas caseras.
5474,But you should eat them now because they’re hot from the oven.,Monica,joy,positive,551,3,6,18,"00:15:50,616","00:15:54,994",Pero creo que deberias comertelas ahora porque están recién sacadas del horno.
5475,Okay.,Phoebe,neutral,neutral,551,4,6,18,"00:15:56,538","00:15:59,040",Ok.
5476,"Oh-ho! But not in here! Can’t eat ‘em in bed, remember? No crumbies!",Monica,joy,positive,551,5,6,18,"00:15:56,538","00:16:01,876",Oh-ho!. Pero aquí no! No se puede comer en la cama recuerdas?. Nada de migas!.
5477,"Okay, I’ll be out in a second.",Phoebe,neutral,neutral,551,6,6,18,"00:16:03,379","00:16:05,296","Ok, saldré en un segundo."
5478,Okay!,Monica,neutral,neutral,551,7,6,18,"00:16:05,464","00:16:06,923",¡Está bien!
5479,What are you doing?,Monica,neutral,neutral,551,8,6,18,"0:16:15,057","0:16:15,829",Qué estás haciendo?
5480,That doesn’t lock does it?,Phoebe,neutral,neutral,551,9,6,18,"0:16:15,829","0:16:17,789","No sé puede cerrar, verdad?."
5481,"You know, it still smells like monkey in there.",Monica,disgust,negative,552,0,2,4,"00:16:05,005","00:16:07,632",Huele a mono allÃ­.
